Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Rotageek,https://www.crunchbase.com/organization/rotageek-limited,Active,For Profit,Private,$1M to $10M,11-50,"London, England, United Kingdom",Venture - Series Unknown,16609000,GBP,21043703,"Rotageek helps organisations predict and meet demand, using complex data-driven technologies to effectively and fairly schedule staff. They use personalised algorithms and machine learning to find patterns that would otherwise go unnoticed - providing best in class and fully personalised business forecasting and scheduling.  Today, Rotageek lives in London and Melbourne and their clients include O2, Dune, William Hill, Maplin and The Perfume Shop to name just a few. They’re growing really quickly but their approach and their ambitions remain personal, and they always will. Their goal is to create a step change in scheduling capabilities using data-driven, highly intelligent technology that is agile and works both for business and people.","Artificial Intelligence, Data Integration, Human Resources, Machine Learning, Retail, Small and Medium Businesses","Using data-driven technology to meet demand, engage teams, and drive efficiency.",2009-01-06,day,http://www.rotageek.com
Replicant,https://www.crunchbase.com/organization/replicant-inc,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series B,113000000,USD,113000000,"Replicant is an AI voice technology that solves problems over the phone, improves customer experience, and reduces cost. Replicant was founded on the belief that machines are ready to have useful, complex conversations that will transform the way they interact with the world. The company's initial focus was making Replicant listen closely, think quickly, take actions, and reply fast enough to be conversational. The brain needed to understand complex and colloquial speech patterns and interpret slang and humor. Piece by piece we built elegant tools that allowed Replicant to listen, think, speak, act and interact with the world.","Artificial Intelligence, Data Center Automation, Information Services, Information Technology, Machine Learning",Replicant is a contact center automation software that helps companies automate their most common customer service requests.,2017-01-01,year,https://www.replicant.ai/
proteanTecs,https://www.crunchbase.com/organization/proteantecs,Active,For Profit,Private,$1M to $10M,101-250,"Haifa, Hefa, Israel",Venture - Series Unknown,192000005,USD,192000005,"ProteanTecs is a computer software company that developed a cloud-based platform, which combines data created in chip-embedded agents, with machine learning, to predict faults before they become failures. Its solutions provide unprecedented insights throughout the value chain, from chip vendors to system vendors and digital service providers. The company was founded in 2017 and is headquartered in Haifa, Hefa, Israel.","Artificial Intelligence, Electronics, Semiconductor, Software",ProteanTecs is a computer software company that develops a cloud-based platform to monitor chipset health and performance.,2017-01-01,year,https://www.proteantecs.com/
Cogito,https://www.crunchbase.com/organization/cogito-corp,Active,For Profit,Private,$1M to $10M,101-250,"Boston, Massachusetts, United States",Debt Financing,155722375,USD,155722375,"Cogito is a computer service company that enhances the emotional intelligence of phone professionals by applying behavioral science through artificial intelligence and machine learning. Its software evaluates hundreds of behavioral signals through voice to provide live conversation coaching for agents and a real-time measure of customer experience for every call.   It was founded in 2007 and is headquartered in Boston, Massachusetts.","Artificial Intelligence, CRM, Customer Service, Machine Learning, Sales Automation, Software",Cogito enhances the emotional intelligence of phone professionals by applying behavioral science through artificial intelligence.,2007-01-01,year,http://www.cogitocorp.com
Heartex,https://www.crunchbase.com/organization/heartex,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series A,25000000,USD,25000000,"Heartex offers a data labeling and annotations tool for building accurate and smart AI products. Heartex's tool helps companies minimize the amount of time the team spends on preparing, analyzing, and labeling datasets for machine learning.","Artificial Intelligence, Machine Learning, Open Source, Software",Heartex offers a data labeling and annotations tool for building accurate and smart AI products.,2019-01-01,year,https://heartex.com/
Forma Ai,https://www.crunchbase.com/organization/forma-ai,Active,For Profit,Private,$1M to $10M,51-100,"Toronto, Ontario, Canada",Series B,58000000,USD,58000000,,"Artificial Intelligence, Information Services, Information Technology, Sales",Forma Ai is a information technology company located in Toronto.,2016-01-01,year,https://www.forma.ai
Wayve,https://www.crunchbase.com/organization/wayve-9739,Active,For Profit,Private,$10M to $50M,101-250,"London, England, United Kingdom",Series B,456607605,USD,456607605,"Wayve develops a full autonomous driving system which is data-driven at every layer, learning to drive. It uses end-to-end deep learning to develop artificial intelligence capable of complex driving, which can scale across diverse urban environments. Founded in 2017, Wayve operates a fleet of electric vehicles fitted for autonomous operation and technology development. It is headquartered in London, United Kingdom.","Artificial Intelligence, Autonomous Vehicles, Electric Vehicle, Machine Learning, Software",Wayve uses end-to-end deep learning to develop artificial intelligence capable of complex driving.,2017-01-01,year,https://wayve.ai
HireEZ,https://www.crunchbase.com/organization/hiretual,Active,For Profit,Private,$1M to $10M,101-250,"Mountain View, California, United States",Series B,45500000,USD,45500000,"At hireEZ, our mission is to make outbound recruiting easy. We’re dedicated to helping recruiters proactively bring jobs to people and give organizations the solutions they need to make the switch from inbound to outbound recruiting to achieve their business goals, hire the right people and build more inclusive workplaces. That’s why we developed hireEZ (formerly Hiretual), an AI-powered outbound recruitment platform. With hireEZ, you can execute a strategically scalable approach to build your workforce of the future.","Artificial Intelligence, Big Data, Employment, Human Resources, Machine Learning, Recruiting, SaaS, Software","HireEZ offers AI powered recruitment software that allows intelligent sourcing, engagement, analysis, and integration on existing platforms.",2015-04-01,month,https://hireez.com
Kami Vision,https://www.crunchbase.com/organization/kami-vision,Active,For Profit,Private,,51-100,"San Jose, California, United States",Venture - Series Unknown,10000000,USD,10000000,"Kami Vision is on a path to making vision artificial intelligence (AI) affordable and accessible to all businesses and consumers. Founded in 2017, Kami Vision offers a complete set of turnkey solutions including edge-AI enabled camera devices and platforms on Cloud for building bespoke AI applications. Kami enables businesses to leverage vision AI across various industries like retail, healthcare, food inspection and industrial applications to automate business workflows and improve operational efficiency. Kami Vision is based in San Jose, CA. For more information visit www.kamivision.com and follow on LinkedIn.","Artificial Intelligence, Computer Vision, Machine Learning, Software","End-to-end, vision AI solution and platform for businesses and consumers",2017-01-01,year,http://www.kamivision.com
Signzy,https://www.crunchbase.com/organization/signzy,Active,For Profit,Private,Less than $1M,101-250,"Bangalore, Karnataka, India",Non-equity Assistance,12600000,USD,12600000,"Signzy is a fintech company that offers a no-code AI platform that helps financial service companies automate risk and compliance processes. Its platform utilizes artificial intelligence, cryptography and provides biometric-enabled digital contracts and due diligence through algorithmic risk intelligence as well as digitalizes processes such as identification, background checks, issuance of electronic bank guarantees, enabling banks to do digital onboarding of KYC in real-time. The company was founded in 2015 and is headquartered in Bangalore, Karnataka.","Artificial Intelligence, Compliance, Financial Services, FinTech, Risk Management","Signzy is an AI-powered FinTech company offering a digital onboarding solution for banks, NBFCs, and other financial institutions.",2015-01-01,year,https://www.signzy.com
Nexar,https://www.crunchbase.com/organization/nexar-2,Active,For Profit,Private,Less than $1M,101-250,"New York, New York, United States",Series D,149500000,USD,149500000,"Nexar creates powered dash cams that enable new vision-based applications for better driving. Nexar's mission is to reduce the chance of collisions and to make the road safer for everyone. Like a school of fish or a flock of birds, we want to get every car on the road moving safely and smoothly together.  Using a Nexar-powered dashcam, AI, and inter-vehicle networking, Nexar makes every car a smart car and is building the world’s first safe driving network.","Artificial Intelligence, Automotive, Autonomous Vehicles, Image Recognition, Sensor, Software, Transportation",Nexar develops software to protect the user and their business against car crashes and road casualties.,2015-01-01,month,https://getnexar.com/
Sama,https://www.crunchbase.com/organization/samasource,Active,For Profit,Private,$1M to $10M,101-250,"San Francisco, California, United States",Series B,84800000,USD,84800000,"Sama provides accurate data for artificial intelligence and machine learning models. Trusted by technology companies such as Walmart, Google, and Nvidia, Sama specializes in the image, video, and sensor data annotation and validation for machine learning algorithms in industries including transportation, retail and e-commerce, consumer, and media, Medtech, manufacturing, and robotics, and agriculture. Sama was founded in 2018 and is based in San Francisco, California, United States.","Artificial Intelligence, Enterprise Software, Machine Learning",Sama is a training data platform trusted by organizations to develop accurate artificial intelligence and machine learning models.,2008-06-01,day,http://www.sama.com
Digital Diagnostics,https://www.crunchbase.com/organization/idx-2,Active,For Profit,Private,$100M to $500M,51-100,"Coralville, Iowa, United States",Venture - Series Unknown,98398472,USD,98398472,"Digital Diagnostics, formerly IDx, is a pioneering AI diagnostics company founded with a mission to transform the quality, accessibility, equity, and affordability of healthcare worldwide through the application of technology in the medical diagnosis and treatment process. Founded by Michael Abramoff, MD, PhD, a fellowship-trained retina specialist, neuroscientist, and computer engineer, Digital Diagnostics developed a patented biomarker-based approach to build an autonomous AI platform that makes clinical decisions without human intervention, removing the diagnostic burden of common diseases from specialists. Digital Diagnostics is paving the way for autonomous AI diagnosis to become the new standard of care, helping to democratize healthcare and close care gaps to improve patient outcomes. By working closely with patient advocacy groups, federal regulators, and other quality of care and ethics-focused stakeholders, Digital Diagnostics is working with the healthcare system to enable the continued adoption of autonomous AI.","Artificial Intelligence, Biotechnology, Computer Vision, Health Care, Health Diagnostics, Machine Learning, Medical Device","Digital Diagnostics is an AI diagnostics company that transforms the quality, accessibility, and affordability of healthcare.",2010-01-01,year,https://digitaldiagnostics.com
Weka,https://www.crunchbase.com/organization/weka-io,Active,For Profit,Private,$10M to $50M,101-250,"Campbell, California, United States",Series C,158900000,USD,158900000,"Weka has built a parallel file system, designed to solve the performance challenges in AI deep learning and technical computing. Matrix, WekaIO’s flagship product, leapfrogs legacy storage infrastructures by delivering the highest performance, lowest latency storage at a fraction of the cost of traditional NAS. WekaIO's software provides a seamless hybrid cloud solution between on-premises data centers and the public cloud.  WekaIO has customers in several high-performance markets including autonomous vehicle AI training, genomics, financial modeling, EDA, software development, satellite imaging, and media and entertainment.","Artificial Intelligence, Cloud Storage, Data Center, Information Technology, Software","WekaIO is a software company that provides a file system for AI, fintech, life sciences, and technical computing.",2014-01-01,day,http://www.weka.io
Bear Robotics,https://www.crunchbase.com/organization/bear-robotics-inc,Active,For Profit,Private,$1M to $10M,101-250,"Redwood City, California, United States",Series B,115750000,USD,115750000,"Bear Robotics addresses the increased pressure faced by the restaurant industry around wages, labor supply, and cost efficiencies. It aims to revolutionize the restaurant and food service industry using robotics and AI. The company makes robots that help customers receive an improved dining experience, employees with greater job satisfaction, and owners of restaurants with an increase in profits.   Bear Robotics started in 2017 and is headquartered in Redwood City, California.","Artificial Intelligence, Machine Learning, Retail Technology, Robotics, Software",Bear Robotics develops self-driving robots that use artificial intelligence to serve food in restaurants.,2017-05-05,day,https://bearrobotics.ai
Kogniz,https://www.crunchbase.com/organization/kogniz,Active,For Profit,Private,$1M to $10M,11-50,"Berkeley, California, United States",Series A,14000000,USD,14000000,"Kogniz leverages AI and computer vision to deliver the leading proactive safety platform for improving workplace safety and security.  Its flagship platform, Kogniz AssureAI, can be implemented in days and integrates with the existing infrastructure already in use.   More than three million employees rely on Kogniz for safer, smarter spaces with solutions for occupational hazards, workplace violence, evacuations, personnel accountability, anomalous behavior detection, and vaccine management.  Kogniz’ award-winning technology has been featured in The Wall Street Journal, The Washington Post, NBC and Fox.  The company is headquartered in Berkeley, California with a development team in Montreal, Quebec.  Learn more at www.kogniz.com.","Artificial Intelligence, Computer Vision, Image Recognition, Intrusion Detection, Machine Learning, Predictive Analytics, Software","Kogniz offers leverages computer vision and artificial intelligence (AI) to create safer, smarter workspaces using predictive safety.",2016-01-01,year,https://www.kogniz.com/
Cohere,https://www.crunchbase.com/organization/cohere-82b8,Active,For Profit,Private,,11-50,"Toronto, Ontario, Canada",Series B,164946073,USD,164946073,Cohere is a platform to build machines that understand the world and make them safely accessible to all.,"Natural Language Processing, Software",Cohere is a platform to build machines that understand the world and make them safely accessible to all.,,,https://cohere.ai/
Hoxhunt,https://www.crunchbase.com/organization/hoxhunt,Active,For Profit,Private,Less than $1M,51-100,"Espoo, Southern Finland, Finland",Series B,43265705,USD,43265705,HoxHunt offers enterprise-grade AI that simulates real phishing attacks on organization users. HoxHunt features a fully automated service that simulates real attacks and shows the techniques attackers use to infiltrate organizations. Employees are rewarded for reporting the attacks – both real and simulated.,"Artificial Intelligence, Computer, Cyber Security, Network Security",HoxHunt offers enterprise-grade AI that simulates real phishing attacks on organization users.,2016-01-01,year,https://www.hoxhunt.com/
unitQ,https://www.crunchbase.com/organization/unitq,Active,For Profit,Private,Less than $1M,11-50,"Burlingame, California, United States",Series B,41000000,USD,41000000,unitQ is an AI-enabled product quality monitoring platform that empowers companies to take a data-driven approach to product quality so they can fix the right quality issues faster.,"Analytics, Artificial Intelligence, Machine Learning, Quality Assurance, SaaS, Software",unitQ is a product quality platform that helps companies drive growth and retention by fixing the right quality issues faster.,2018-01-01,year,https://www.unitq.com/
Volopay,https://www.crunchbase.com/organization/volopay,Active,For Profit,Private,$1M to $10M,11-50,"Midview City, Central Region, Singapore",Series A,31225000,USD,31225000,"Volopay is a fin-tech startup that aims at making expense reports digital, fast, inclusive, and safe. It is the first AI-based real-time expense management software - a business management solution to streamline expense workflows while giving real-time visibility and control over business spending. They are replacing spreadsheets, paper checks, and ‘reports’ with a 10-second expense creation flow, the easiest imaginable approval process, automatic bookkeeping sync, and the fastest reimbursement pay-outs direct to the bank. The company was founded in 2019 and is based in Singapore.","Artificial Intelligence, Finance, FinTech, Real Time, Software",Volopay simplifies business spending using corporate cards and automated payables.,2019-08-20,day,https://www.volopay.co/
Magic,https://www.crunchbase.com/organization/magic,Active,For Profit,Private,$10M to $50M,11-50,"San Francisco, California, United States",Series A,12120000,USD,12120000,"Get whatever you want on demand with no hassle, through SMS. Send us a text message, and we'll get you anything you want, tip included. We'll order what you need from the appropriate service (e.g. DoorDash, Instacart, Postmates, etc.), and deal with them so you just automatically get what you want, like magic...","Apps, Artificial Intelligence, B2B, Customer Service, Messaging, Mobile, Outsourcing, Task Management, Virtual Assistant",Magic provides a 24/7 SMS based on-demand personal assistant service.,2014-01-01,year,https://www.getmagic.com/
Lily AI,https://www.crunchbase.com/organization/onelook-2,Active,For Profit,Private,$10M to $50M,51-100,"Mountain View, California, United States",Venture - Series Unknown,38289662,USD,38289662,"Lily AI is the customer intent platform built to power the present and future of ecommerce. Lily AI injects robust product attribute data and unique customer intent into the entire ecommerce stack, supercharging retailers of all types by dramatically improving on-site search, personalized product discovery, recommendations and demand prediction, unlocking millions in new revenues. The company is venture-backed and headquartered in Mountain View, CA.","Artificial Intelligence, E-Commerce, Fashion",Lily AI develops a customer intent platform helping retailers to upscale conversion rates.,2015-02-01,month,https://www.lily.ai
HyperPay,https://www.crunchbase.com/organization/gate2play,Active,For Profit,Private,$1M to $10M,51-100,"Riyadh, Ar Riyad, Saudi Arabia",Corporate Round,50486629,USD,50486629,,"FinTech, Local, Mobile Payments, Predictive Analytics","Payment Gateway, PSP, Online Payment, Fintech",2010-02-01,month,http://www.hyperpay.com/
Peptone,https://www.crunchbase.com/organization/peptone-the-protein-intelligence-company,Active,For Profit,Private,Less than $1M,1-10,"London, England, United Kingdom",Series A,42443951,USD,42443951,"Peptone is a UK-based startup that is helping pharmaceutical companies unravel the secrets of proteins. We teach AI machines protein physics so that they can reason with protein data just like human researchers do, and design experimentally testable hypotheses.","Artificial Intelligence, Biotechnology, Pharmaceutical, Quantum Computing",Peptone is a UK-based startup that is helping pharmaceutical companies unravel the secrets of proteins.,2016-01-01,year,https://peptone.io
Spyne,https://www.crunchbase.com/organization/spyne,Active,For Profit,Private,,101-250,"Gurgaon, Haryana, India",Series A,7000000,USD,7000000,"Founded in 2018 by Sanjay Kumar and Deepti Prasad, Spyne is a Deep Tech startup helping businesses and marketplaces create and upgrade high-quality product images and videos at scale with AI.  Headquartered in Gurgaon, Spyne is an innovative, young, and creative startup on a mission to bring the next million merchants online, conveniently & faster with AI.  They have developed a first-of-its-kind AI product that is transforming the way businesses can create stunning catalogs that drives up to 40% better conversions, without the need of physical studios.  Spyne is building computer vision and AI technology to automate image processing workflows. This will help any business or marketplace shoot, edit, and publish product visuals at scale, at 1/4th the cost and time.    With a dedicated team of 100+ employees including tech experts and thought leaders, Spyne is currently serving 80+ customers including Amazon India, Flipkart, Karvi, OLACars, Sell Any Car, etc. across 15+ countries in the automotive, food, and retail verticals.   Backed by Accel, Storm Ventures, and prominent investors, founders/CXOs from leading Internet companies, the company has also recently launched its self-serve AI technology for the automotive industry- Spyne AI – Cars and will further be replicating the model for the e-commerce, fashion and real estate industry in the upcoming months. The brand also intends to expand its technological horizons into the field of AR / VR to build products for Metaverse and Omniverse.","Artificial Intelligence, Machine Learning, Photo Editing, SaaS, Software",Spyne is a Deep Tech startup helping businesses and marketplaces create and upgrade high-quality product images and videos at scale with AI.,2018-12-28,day,https://www.spyne.ai
Cognite,https://www.crunchbase.com/organization/cognite,Active,For Profit,Private,$10M to $50M,501-1000,"Lysaker, Akershus, Norway",Secondary Market,338205015,USD,338205015,"Cognite is a global industrial AI Software-as-a-Service (SaaS) company supporting the full-scale digital transformation of heavy-asset industries around the world. The flagship product, Cognite Data Fusion (CDF), empowers companies with contextualized Operational and IT data to drive industrial applications that increase the safety, sustainability, and efficiency of industrial operations. Cognite makes industrial data accessible to all, from engineers in the field to data scientists in the office, empowering individuals and companies to create value from data and transform an industry. Founded in January 2017, Cognite today has more than 400 software developers, data scientists, designers, 3D specialists, and industry professionals across offices in Norway, the US, and Japan.","Artificial Intelligence, Industrial Automation, Information Technology, Machine Learning, SaaS",Cognite develops an industrial IoT data platform that enables digital transformation of heavy-asset industries.,2016-01-01,year,https://www.cognite.com
Sary,https://www.crunchbase.com/organization/sary,Active,For Profit,Private,$100M to $500M,251-500,"Ar Riyadh, Ar Riyad, Saudi Arabia",Series C,112100000,USD,112100000,"Sary is a B2B marketplace that connects small businesses with suppliers seamlessly. The company's mission is to empower organizations with smarter ways to operate and grow efficiently.  Sary was founded in early 2018 by Careem ex-General Manager, Mohammed Aldossary, and his partner Khaled AlSiari, to fix the broken supply chain in the wholesale industry. Today, Sary operates in 12 major cities, where customers can order wholesale items ranging from a box to a truckload in a few clicks to be delivered as fast as 24 hours. Sary served 40,000+ customers, worked with 1700+ brands and wholesalers.","B2B, E-Commerce, Marketplace, Predictive Analytics, Wholesale",Sary is a MENAP B2B marketplace connecting small businesses with wholesalers and lenders to procure supply efficiently.,2018-04-01,month,https://www.sary.com
Convin,https://www.crunchbase.com/organization/convin,Active,For Profit,Private,,11-50,"Bengaluru, Karnataka, India",Seed,185000000,INR,2437182,Convin is a conversation intelligence platform that helps your remote sales team to sell more by understanding what's working on calls and replicating best performing sales reps. Convin also helps businesses develop their personalized and the most relevant sales playbook that new employees can utilize for learning purposes.,"Analytics, Artificial Intelligence, Sales, Software",Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2019-01-01,year,https://convin.ai
The Yes,https://www.crunchbase.com/organization/the-yes,Active,For Profit,Private,$50M to $100M,11-50,"Burlingame, California, United States",Series A,30000000,USD,30000000,"They are co-located in Silicon Valley and New York City, but are open to great talent anywhere. They welcome critical thinkers who are excited to re-write the rules of e-commerce. They promise it will be fun.","Artificial Intelligence, E-Commerce, Internet",The Yes is a next generation AI-powered shopping platform.,2018-01-01,year,https://theyes.com
Tachyum,https://www.crunchbase.com/organization/tachyum,Active,For Profit,Private,$1M to $10M,11-50,"San Jose, California, United States",Series B,42000000,USD,42000000,"Tachyum is a single processor that delivers industry performance for data center, AI, and HPC workloads. Tachyum’s Prodigy processor enables hyperscale data centers, its primary market, to become a low cost, energy-efficient universal computing center. Its data centers with the Prodigy universal processors will reduce their total cost of operations by a factor of 4x – saving each hyperscale customer billions of dollars per year.  The company was founded in 2016 and is headquartered in Santa Clara, California.","Artificial Intelligence, Cloud Computing, Computer, Hardware, Machine Learning","Tachyum is a single processor that delivers industry performance for data center, AI, and HPC workloads.",2016-01-01,year,http://tachyum.com/
Astera Labs,https://www.crunchbase.com/organization/astera-labs,Active,For Profit,Private,$1M to $10M,11-50,"Santa Clara, California, United States",Series C,56350000,USD,56350000,"Astera Labs is a fabless semiconductor company headquartered in the heart of California’s Silicon Valley, is a leader in purpose-built connectivity solutions for data-centric systems. The company’s product portfolio includes system-aware semiconductor integrated circuits, boards, and services to enable robust PCIe connectivity. Partnering with leading processor vendors, cloud service providers, seasoned investors, and world-class manufacturing companies, Astera Labs is helping customers remove performance bottlenecks in compute-intensive workloads. Established in 2017 and is based in Santa Clara, California, United States.","Automotive, Intelligent Systems, Semiconductor",Astera Labs is a semiconductor company that provides connectivity solutions for intelligent systems.,2017-01-01,year,https://www.asteralabs.com/
Lunit,https://www.crunchbase.com/organization/lunit-inc,Active,For Profit,Private,$1M to $10M,51-100,"Seoul, Seoul-t'ukpyolsi, South Korea",Venture - Series Unknown,133478911,USD,133478911,"Lunit, abbreviated from “learning unit,” is a venture company devoted to developing advanced software for medical data analysis and interpretation via cutting-edge deep learning technology. Our main area of expertise lies in processing medical imaging data. We envision a near-future when our systems would greatly help physicians make accurate, consistent, and efficient clinical decisions, not limited to diagnoses, through our data-driven imaging biomarker technology.  The high level of our deep learning technology has been well demonstrated, ranked top 5 at ImageNet Challenge 2015, which is the world’s largest and most prestigious image recognition competition. What distinguishes our technology from that of other similar parties is full accommodation of weakly labeled data, challenging the boundaries of human understanding in terms of pattern recognition.  Funded by major venture capital companies, Formation 8 and SoftBank Ventures Korea, our endeavors have been well received by the medical community alike and we are now engaged in various large-scale research partnerships with major university hospitals in Korea.","Artificial Intelligence, Computer Vision, Health Diagnostics, Image Recognition, Machine Learning, Medical Device, Software",Lunit combats cancer through AI-powered imaging biomarkers.,2013-01-01,year,https://www.lunit.io
Brightseed,https://www.crunchbase.com/organization/brightseed,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series B,95200000,USD,95200000,"Brightseed is a biotechnology company that features artificial intelligence that reveals powerful compounds hidden in nature. The company enables a healthier future by illuminating and activating the connections between people and plants. It was founded in 2017 and headquartered in San Francisco, California.","Agriculture, AgTech, Artificial Intelligence, Biotechnology, Machine Learning",Brightseed features artificial intelligence that reveals powerful compounds hidden in nature.,2017-01-01,year,https://brightseedbio.com/
Zenysis,https://www.crunchbase.com/organization/zenysis,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series B,21900000,USD,21900000,"Zenysis builds data integration software that helps governments view and analyze all their data in one place. When governments face pandemic emergencies, humanitarian crises, or natural disasters, they turn to their data for actionable insights. Zenysis puts this information at their fingertips.","Analytics, Data Integration, Developer Platform, Machine Learning, Software",Zenysis build the software that governments & international organizations need to confront some of the biggest challenges facing humanity.  ,2015-01-01,year,http://www.zenysis.com
Interos,https://www.crunchbase.com/organization/interos,Active,For Profit,Private,$10M to $50M,251-500,"Arlington, Virginia, United States",Venture - Series Unknown,134850000,USD,134850000,"Interos is a supplier of AI and SaaS-delivered supply chain risk management (SCRM) solutions to the US Federal Government and the private sector. The core of Interos' solution is the aggregation and analysis of large data sets to identify relationships, patterns, and correlations with the goal of producing predictive and prescriptive insights for our customers to assess, monitor, and enhance resiliency and mitigate risk in their business eco-systems. As eco-systems consist of supply chains, partnerships and business alliances, a change in any of these relationships can produce unknown and unexpected business risks and ripples effects. The platform provides Eco-system Maps, Supplier Risk Assessments, Scoring, and Continuous Monitoring. Founded in 2005, Interos is headquartered in Arlington, Virginia.","Artificial Intelligence, Cyber Security, Risk Management, SaaS, Supply Chain Management",Interos helps companies manage risk and continuously monitor their supply chain and business relationships to avoid disruptions.,2005-02-05,day,http://www.interos.ai
SparkCognition,https://www.crunchbase.com/organization/sparkcognition,Active,For Profit,Private,$10M to $50M,101-250,"Austin, Texas, United States",Series D,286581738,USD,286581738,"SparkCognition is an artificial intelligence technology startup that builds AI technology solutions for industrial applications. A highly awarded company recognized for cutting-edge technology, SparkCognition develops AI-Powered cyber-physical software for the safety, security, and reliability of IT, OT, and the IoT.  The company's technology is capable of harnessing real-time sensor data and learning from it continuously, allowing for more accurate risk mitigation and prevention policies to intervene and avert disasters. SparkCognition’s cognitive software, DeepArmor, is utilized to prevent and detect malware with a high level of accuracy and efficacy by using advanced machine learning and artificial intelligence. They help customers analyze complex data, empower decision making, and transform human and industrial productivity with award-winning machine learning technology and expert teams focused on defense, IIoT, and finance.","Analytics, Artificial Intelligence, Cyber Security, Machine Learning, Software",SparkCognition is an AI technology startup operating a machine learning software to analyze increasingly complex data stores.,2013-01-01,year,http://sparkcognition.com
4Degrees,https://www.crunchbase.com/organization/4degrees,Active,For Profit,Private,Less than $1M,11-50,"Chicago, Illinois, United States",Seed,2450000,USD,2450000,"4Degrees helps professionals build better relationships, and democratize access to social capital - driven by machine learning. The company envisions to equalize opportunity by enabling you to build stronger professional relationships. Its platform identifies the right connections for you to focus on, works with you to strengthen those relationships over time, and helps you activate your network when you need it.","Artificial Intelligence, Computer, Computer Vision, Internet, Machine Learning","AI-enabled relationship management platform, built for relationship driven industries.",2017-02-02,day,https://4degrees.ai
Scandit,https://www.crunchbase.com/organization/scandit,Active,For Profit,Private,$50M to $100M,251-500,"Zürich, Zurich, Switzerland",Series D,273122247,USD,273122247,"Scandit is a technology platform for mobile computer vision and augmented reality (AR) solutions for enterprises. The company software brings unrivaled scanning performance to any app on any camera-equipped smart device, from smartphones to wearables to drones and robots - to read barcodes, recognize text and objects, and display real-time information as AR overlays. It helps consumers and employees find things on store shelves with their smartphones, and as things become more contactless. Organizations in retail, transport, logistics, and manufacturing use Scandit to power apps such as mobile shopping, self-checkout, inventory management, proof of delivery, and asset tracking. Use cases in healthcare include tracking patients, medication, specimens, and supplies. Scandit solutions take cost and time out of operations and improve employee and customer satisfaction. Clients include 7-Eleven, Alaska Airlines, Carrefour, Hermes, Johns Hopkins Hospital, La Poste, Levi Strauss & Co, Mount Sinai Hospital, Sephora, and Toyota.","Augmented Reality, Image Recognition, Machine Learning, Mobile Apps, Software",Scandit is a technology platform that offers smart data capture and barcode scanning software solutions for its users.,2009-01-01,year,http://www.scandit.com
Devtech,https://www.crunchbase.com/organization/devtech,Active,For Profit,Private,,101-250,"London, England, United Kingdom",Venture - Series Unknown,12250000,EUR,12841896,"Devtech enables tech companies accelerate its growth through Cloud, Marketplace Enablement, Application Development and Modernization, System and Platform Migration, and AI Innovation. We develop cloud first solutions for our clients worldwide: MPS, CSPs, Telcos and ISVs. Our IT team is comprised of competent and experienced software developers, data scientists, market analysts, product managers and business consultants who create advanced enterprise solutions for tech companies. We pride ourselves on always being able to innovate and deliver ideas, concepts, projects and complex ecosystems for those who want to innovate and achieve competitive advantage.  Devtech develops growth. After all, we come from the Tesla nation, hence innovation and engineering excellency are our heritage. Contact us now for your free first assessment and consulting on how your business can achieve growth through technology.","Artificial Intelligence, Cloud Computing, Cloud Data Services, Data Integration, Information Technology, Machine Learning, Software","Devtech is a Professional Services company focused on cloud enablement solutions for Telcos, CSPs, ISVs and MSPs.",2012-10-01,month,https://devtechgroup.com
Artificial Labs,https://www.crunchbase.com/organization/artificial-labs,Active,For Profit,Private,$1M to $10M,11-50,"London, England, United Kingdom",Series A,17212835,USD,17212835,"Artificial is an insurance software business offering an algorithmic underwriting, data extraction and machine learning platform to commercial insurers, empowering them to write better risks, faster. We provide solutions to partners across the London and global markets, including Convex, Chaucer and more. Our platform specialises in instantly and accurately capturing data at the point of entry for use in downstream applications. We enable clients to augment this data through effortless integrations and use it to write risks algorithmically, build contracts and plug into other systems. Behind the platform is decades' worth of experience in engineering, insurance and analysis. We do more than just provide software; we work with you every step of the journey to make sure our technology drives growth, improves efficiency and reduces costs across your business.","Artificial Intelligence, FinTech, Insurance, InsurTech, Web Development","Artificial is building the next generation of insurance technology to empower commercial insurers to write better risks, faster.",2013-11-01,day,http://artificial.io
