Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Equatorial Space Systems,https://www.crunchbase.com/organization/equatorial-space-industries,Active,For Profit,Private,,1-10,"Singapore, Central Region, Singapore",Non-equity Assistance,793216,USD,793216,"Equatorial Space is a rocket propulsion and launcher startup that aspires to make space launch as safe and affordable as commercial air travel. We will achieve that goal by simplifying the most failure-prone and expensive part of launch vehicles - their propulsion. Our rocket systems are non-explosive, eco-friendly, and halve the component requirements while being potentially reusable. This safe and efficient combination is made possible thanks to our proprietary solid fuel composition with a wide range of civilian and military applications. Equatorial Space won the MBRSC Innovation Cup in Dubai in 2018, and graduated from The Hangar by NUS Enterprise programme in Singapore in 2019. We have been featured in a number of regional and international publications including Channel NewsAsia, Nikkei Asian Review and South China Morning Post prior to incorporation of an American C Corporation to foster our growth. In 2021, Equatorial Space secured a place in the inaugural batch of the Q Station Accelerator, backed by the US Space Force and the Air Force Research Lab in Albuquerque, NM, and Techstars Los Angeles.","Aerospace, Logistics, Transportation",Making spaceflight safer and more affordable with game-changing propulsion technologies.,2017-01-01,year,https://equatorialspace.com
NaraSpace Technology,https://www.crunchbase.com/organization/nara-space-technology,Active,For Profit,Private,Less than $1M,1-10,"Busan, Pusan-jikhalsi, South Korea",Series A,13500000000,KRW,10859323,"NaraSpace Technology specializes in the design, development, integration, and testing of CubeSats and small space systems.","Aerospace, Manufacturing, Software, Space Travel","NaraSpace Technology specializes in the design, development, integration, and testing of CubeSats and small space systems.",2015-03-31,day,http://www.naraspace.com
Vermeer,https://www.crunchbase.com/organization/vermeer-ff96,Active,For Profit,Private,$1M to $10M,1-10,"New York, New York, United States",Pre-Seed,2589127,USD,2589127,,"Aerospace, Artificial Intelligence, Augmented Reality, B2B, Computer Vision, Drones, Software, Virtual Reality",AR/VR & AI Enable Mission Planning Tool,2018-01-01,year,https://getvermeer.com
Mino Space,https://www.crunchbase.com/organization/mino-space,Active,For Profit,Private,,11-50,"Haidian, Beijing, China",Series A,17000000,USD,17000000,"Mino Space is a private commercial satellite company that integrates satellite development and satellite applications. The company is mainly engaged in R&D and manufacturing services of micro-nano satellite systems, independently researching and developing micro-nano satellite platform and core components, possessing satellite star design and integration testing capabilities, and has experience in developing satellite systems such as electronic communication and optical payloads. The ability to coordinate and coordinate the overall situation. The company independently develops satellite terrestrial communication terminals and has experience in satellite communication system integration. It can provide satellite resources-based integrated information system solutions for defense, industry, and regional users. Founded in 2017, Beijing Weina Star Technology Co., Ltd. is located in Yongfeng Industrial Base, Zhongguancun, Beijing.","Aerospace, Manufacturing, Satellite Communication",Mino Space is a private commercial satellite company that integrates satellite development and satellite applications.,2017-01-01,year,http://www.minospace.cn
Spacety,https://www.crunchbase.com/organization/tianyi-research-institute,Active,For Profit,Private,$1M to $10M,11-50,"Changsha, Jiangsu, China",Private Equity,36679947,USD,36679947,"Spacety is a microsatellite start-up that specializes in developing commercial micro/nano-satellites. It provides short-cycle, low-cost, and one-stop services to scientists, research institutes, and commercial companies, for science experiments and technology demonstrations. At present, the company has launched four commercial microsatellites and aims for more in the future. The company was founded in January 2016 with headquarters in Changsha, China.","Aerospace, Space Travel",Spacety is a commercial microsatellite start-up that offers science and technology validation experiments for spacecrafts.,2016-01-01,year,http://en.spacety.com/
Talon Aerolytics,https://www.crunchbase.com/organization/talon-aerolytics,Active,For Profit,Private,Less than $1M,11-50,"West Point, Georgia, United States",Venture - Series Unknown,10500000,USD,10500000,"Talon Aerolytics is an ITC Capital Partners Company. We utilize emerging Unmanned Aerial System (UAS) technologies to capture high resolution imaging data for the cellular, industrial, commercial, and agriculture industries. Talon utilizes FAA approved pilot’s, policies, and procedures to ensure quality, sanctioned flights of our sophisticated UAS platforms with varying sensor payloads to satisfy most any customer needs.","Aerospace, Agriculture, Infrastructure",Talon Aerolytics is an ITC Capital Partners Company.,2015-07-01,day,http://www.itctalon.com/
SWISSto12,https://www.crunchbase.com/organization/swissto12-sa,Active,For Profit,Private,$50M to $100M,11-50,"Renens, Vaud, Switzerland",Series B,19162873,USD,19162873,"SWISSto12 supplies metal coated 3D printed components for (sub)mm-wave signal transmission such as waveguides and complex antennas structures.  SWISSto12 unique business relies on innovative manufacturing techniques increasing design flexibility and reducing costs, lead times, and weight. SWISSto12 is a private company, spin-off of the Swiss Federal Institute of technology in Lausanne, Switzerland, (EPFL). The company name illustrates both its Swiss production technologies and the tera (to the power of 12) of THz signals.","Aerospace, Manufacturing, Satellite Communication",Cutting edge radio frequency products leveraging upon a proprietary 3D-printing technology for aerospace applications.,2011-01-01,year,https://swissto12.com/
HawkEye 360,https://www.crunchbase.com/organization/hawkeye-360-2,Active,For Profit,Private,$10M to $50M,101-250,"Herndon, Virginia, United States",Series D,304300000,USD,304300000,"HawkEye 360 is a data analytics company that develops space-based radio frequency mapping. The company operates a commercial satellite constellation to identify, process, and geolocate a broad set of RF signals. Its products include maritime domain awareness and spectrum mapping and monitoring; our customers include a wide range of commercial, government, and international entities. It was founded in 2015 and is headquartered in Herndon, Virginia.","Aerospace, Analytics, Wireless",HawkEye 360 is a data analytics company that develops space-based radio frequency mapping.,2015-09-16,day,http://www.he360.com/
Cranfield Aerospace,https://www.crunchbase.com/organization/cranfield-aerospace,Active,For Profit,Private,$10M to $50M,51-100,"Cranfield, Bedfordshire, United Kingdom",Venture - Series Unknown,10000000,GBP,13194196,,"Aerospace, Manufacturing",Cranfield Aerospace is an aerospace market leader in the rapid prototyping of new aerospace concepts.,1989-01-01,year,https://www.cranfieldaerospace.com
Panhwar Jet,https://www.crunchbase.com/organization/panhwar-jet,Active,For Profit,Private,,11-50,"Newport Beach, California, United States",Series A,10000000,USD,10000000,"Panhwar Jet is a technology start-up that aims to design and build the world’s first all-electric self-charging luxury business aircraft. It can fly up to 12 hours while carrying up to 8 passengers, designed especially for business owners, senior executives, and private charter companies.","Aerospace, Air Transportation, Electric Vehicle",Panhwar Jet is a technology start-up that aims to design and build the world’s first all-electric self-charging luxury business aircraft.,2020-09-16,day,https://panhwarjet.com
uAvionix,https://www.crunchbase.com/organization/uavionix,Active,For Profit,Private,$1M to $10M,11-50,"Palo Alto, California, United States",Series B,10000000,USD,10000000,"uAvionix develops the world’s smallest, lightest and most affordable ADS-B transceivers and transponders, Ping.  uAvionix’s Ping network system combines hardware, software, and real-time airspace mapping to enable companies to safely and reliably operate drones in the NAS. Based in Palo Alto, uAvionix has gathered a cross-disciplinary team of experts in embedded RF engineering, sUAS operations and compliance, hardware, software, and cloud services.","Aerospace, Hardware, National Security, Robotics","uAvionix develops the world’s smallest, lightest and most affordable ADS-B transponder, Ping.",2014-01-01,year,http://www.uavionix.com/
Alba Orbital,https://www.crunchbase.com/organization/alba-orbital,Active,For Profit,Private,$1M to $10M,1-10,"Glasgow, Glasgow City, United Kingdom",Seed,3400000,USD,3400000,"Alba Orbital build and design small commercial satellite platforms. Traditionally satellites have been very expensive, even the smallest commercial satellites like CubeSats cost six-figure amounts to build and launch. Alba Orbital develops pico-Satellites which weigh <1kg and cost significantly less. While offering almost all of the advantages of a CubeSat. Being leaders in this niche, they are closely partnered with ESA and provide research in this area to them.","Aerospace, Satellite Communication, Space Travel",Alba Orbital is a pico-satellite company that builds and designs small commercial satellite platforms.,2012-01-01,year,http://www.albaorbital.com
Dubai Aerospace Enterprise,https://www.crunchbase.com/organization/dubai-aerospace-enterprise,Active,For Profit,Private,$10M to $50M,251-500,"Dubai, Dubai, United Arab Emirates",Debt Financing,1590000000,USD,1590000000,"Dubai Aerospace Enterprise (DAE) Ltd is a global aviation services company headquartered in Dubai. DAE serves over 170 airline customers in over 65 countries from its seven office locations in Dubai, Dublin, Amman, Singapore, Miami, New York and Seattle. DAE’s award-winning Aircraft Leasing division has an owned, managed, committed and mandated to manage fleet of approximately 425 Airbus, ATR and Boeing aircraft with a fleet value exceeding US$16 billion. DAE’s Engineering division serves customers in Europe, Middle East, Africa and South Asia from its state-of-the-art facility accommodating up to 15 wide and narrow body aircraft. It is authorized to work on 13 aircraft types and has regulatory approval from over 25 regulators globally. More information can be found on the company’s web site at www.dubaiaerospace.com.","Aerospace, Leasing",Dubai Aerospace Enterprise (DAE) Ltd is a global aviation services company headquartered in Dubai.,2006-01-01,year,http://www.dubaiaerospace.com/
Radiance Technologies,https://www.crunchbase.com/organization/radiance-technologies-6c26,Active,For Profit,Private,,501-1000,"Huntsville, Alabama, United States",Venture - Series Unknown,14694862,USD,14694862,,"Aerospace, Employment, Recruiting",Radiance Technologies is an employee-owned prime contractor that committed to meeting the highest quality standards in the design.,1999-01-01,day,https://www.radiancetech.com/
Phizzle,https://www.crunchbase.com/organization/phizzle,Active,For Profit,Private,Less than $1M,11-50,"San Francisco, California, United States",Convertible Note,18236817,USD,18236817,"Phizzle EDGMaker - Unlocking & Digitizing the Most Valuable Scientific Data in Pharmaceutical Manufacturing.  ​ Phizzle is the only IoT solution to remotely operate and automate multi-vendor particle counters for scientific data applications in Pharmaceutical Manufacturing, Clear Air, and Food Manufacturing. The EDGMaker software stack offers fully digitized testing and compliance processes to reduce labor, human error, and wasted batches in regulated manufacturing.  The company was founded in 2005 and is headquartered in San Francisco, California.","Aerospace, Autonomous Vehicles, Industrial Automation, Oil and Gas, Pharmaceutical, Smart Cities, Telecommunications, Transportation",The First IoT Solution to Remotely Operate Multi-Vendor Particle Counters in Scientific Data Applications.,2005-08-15,day,https://www.phizzle.com
Neuraspace,https://www.crunchbase.com/organization/neuraspace,Active,For Profit,Private,,11-50,"Coimbra, Coimbra, Portugal",Seed,2500000,EUR,2751589,"Neuraspace's proprietary AI technology enables more accurate satellite collision risk prediction and, by applying a data fusion strategy, offers increased robustness and resilience. The platform also automates many of the current manual processes and communications and delivers an end-to-end solution, providing operators with actionable orbital maneuver recommendations to avoid collisions, while delivering valuable insights to various other stakeholders including regulators, insurers and other Space-asset dependent businesses.","Aerospace, Artificial Intelligence",Neuraspace is the developer of an advanced AI-powered Space debris monitoring & satellite collision avoidance platform.,2020-01-01,year,https://www.neuraspace.com/
Planck Aerosystems,https://www.crunchbase.com/organization/planck-aerosystems,Active,For Profit,Private,$1M to $10M,11-50,"San Diego, California, United States",Grant,6045824,USD,6045824,"Planck Aero has developed an entirely new capability for drone flight — the ability to launch and land on a moving vehicle. Planck integrates artificial intelligence into government and commercial drone applications, helping these organizations unlock new capabilities. Planck's core technology is vision-based navigation and control that vastly expands the operational applications of drones across security, defense, maritime, and logistics industries.","Aerospace, Artificial Intelligence, Automotive, Computer Vision, Drones, Information Technology, Navigation, Robotics","Planck technology ushers in a new era of drone flight, unlocking a world of new applications.",2014-05-05,day,http://www.planckaero.com
Leaf Space,https://www.crunchbase.com/organization/leafspace,Active,For Profit,Private,Less than $1M,1-10,"Milan, Lombardia, Italy",Series A,5362063,EUR,6066334,"Leaf Space aims to become a global leading service provider in the new, emerging microsatellite market by developing a technology platform providing all basic services required by microsatellite operators.","Aerospace, Satellite Communication, Space Travel",Leaf Space wants to simplify the access to Space for microsatellites’ operators.,2014-01-01,year,https://leaf.space
GPMS,https://www.crunchbase.com/organization/gpms-international-inc,Active,For Profit,Private,,11-50,"Burlington, Vermont, United States",Venture - Series Unknown,2500000,USD,2500000,"GPMS offers breakthrough solutions for helicopter, eVTOL, drones, and ground vehicle operators. Allowing you to remotely monitor fleet health on one clean dashboard, Foresight’s smart sensors uncover when critical components are starting to wear and our prognostic algorithms display when maintenance may be required. In addition to mechanical & engine health monitoring, our advanced health and usage monitoring system tracks flight data, exceedances, and guides rotor track & balance. Foresight gives maintainers the power to predict, understand, and perform.","Aerospace, Apps, Software",GPMS develops condition monitoring systems for industrial and aviation applications.,2014-01-01,year,https://www.gpms-vt.com
Censys Technologies,https://www.crunchbase.com/organization/censys-technologies,Active,For Profit,Private,,1-10,"Daytona Beach, Florida, United States",Series A,11950000,USD,11950000,"Censys Technologies helps industrial drone users by minimizing overhead and operation headaches with industry-leading, long-range drones. The company serves more than just great performance, but also serves as a partner in success. It was founded in 2017 and headquartered in Daytona Beach, Florida.","Aerospace, Drones, Industrial","Censys Technologies helps industrial drone users by minimizing overhead and operation headaches with industry-leading, long-range drones.",2017-01-01,year,http://censystech.com/
HySpecIQ,https://www.crunchbase.com/organization/hyspeciq,Active,For Profit,Private,,11-50,"Herndon, Virginia, United States",Series B,20000000,USD,20000000,,"Aerospace, Small and Medium Businesses",HySpecIQ specializes in hyperspectral imagery services.,2015-01-01,year,https://hyspeciq.com
Miraex,https://www.crunchbase.com/organization/miraex,Active,For Profit,Private,$1M to $10M,11-50,"Ecublens, Vaud, Switzerland",Grant,2740000,CHF,2942086,"Miraex develops, manufactures and offers photonic and quantum solutions for next generation sensing, networking and computing. Our industrial sensing solutions prevent asset failure before it happens in the most demanding environments, where standard electronic sensors do not work.  At Miraex, we also build quantum integrated circuits for high sensitivity measurements and distributed quantum computing infrastructures.","Aerospace, AgTech, Industrial Automation, Information Technology, Nuclear, Railroad, Sensor, Software, Wind Energy","Miraex develops photonic and quantum solutions for next-gen sensing, networking, and computing.",2019-06-01,month,https://miraex.com/
Commsat,https://www.crunchbase.com/organization/commsat,Active,For Profit,Private,Less than $1M,101-250,"Beijing, Beijing, China",Venture - Series Unknown,68420559,USD,68420559,Commsat is a low-track small satellite constellation operator based in China.,"Aerospace, Internet of Things, Satellite Communication",Commsat is a low-track small satellite constellation operator based in China.,2015-01-01,year,http://www.commsat.cn
Nuvotronics,https://www.crunchbase.com/organization/nuvotronics,Active,For Profit,Private,$10M to $50M,101-250,"Radford, Virginia, United States",Venture - Series Unknown,15200001,USD,15200001,"Nuvotronics, LLC designs, develops, and fabricates custom networks of circuits and passive components for complex microwave systems. In addition, it builds a library of components, including filters, transmission-line and cavity resonators, and diplexers; hybrid and directional couplers; power dividers and combiners; patch-style antennas; and jumpers, connectors, and transitions. Nuvotronics, LLC was founded in 2008 and is based in Radford, Virginia with a manufacturing facility in Durham, North Carolina.","Aerospace, Hardware, National Security, Software","Nuvotronics designs, develops, and fabricates custom networks of circuits and passive components for complex microwave systems.",2008-01-01,year,http://www.nuvotronics.com
CERBAIR,https://www.crunchbase.com/organization/cerbair,Active,For Profit,Private,$1M to $10M,11-50,"Montrouge, Ile-de-France, France",Venture - Series Unknown,8457128,USD,8457128,"CERBAIR develops a real-time anti-drone platform airspace surveillance technology against rogue drones. It uses state of art technologies based on radio frequency analysis, image recognition, and jamming, enabling clients to secure sites at risk and monitors both public and private airspace. The company was incorporated in 2015 and is based in Montrouge, France.","Aerospace, Homeland Security, Public Safety",CERBAIR develops a real-time anti-drone platform airspace surveillance technology against rogue drones.,2015-01-01,year,http://www.cerbair.com/en/
ZEVA AERO,https://www.crunchbase.com/organization/zeva,Active,For Profit,Private,,1-10,"Tacoma, Washington, United States",Undisclosed,568998,USD,568998,ZEVA was founded in 2017 to compete in the Boeing GoFly competition and then build a business on the back of that effort. ZEVA’s first vehicle is called Zero and will transform the transportation landscape for mission critical travel. Stephen Tibbitts along with Ben Gould began the initial design studies and were accompanied by a growing team of engineers and designers. Team ZEVA has grown to about 25 people of a variety of disciplines. Groundwork for eVTOL (electric vertical take-off and landing) was being laid by Mr. Tibbitts as early as 2003 and in 2005 he submitted a grant proposal to NASA on the subject with ground-breaking concepts.,"Aerospace, Consumer Goods, Drones, Logistics, Transportation",ZEVA designs and builds electric aircraft for mission critical travel.,2018-01-10,day,https://zevaaero.com
Nileworks,https://www.crunchbase.com/organization/nileworks,Active,For Profit,Private,$1M to $10M,1-10,"Tokyo, Tokyo, Japan",Venture - Series Unknown,21446201,USD,21446201,Nileworks is a multicopter that automatically recognizes the shape of the field.,"Aerospace, Agriculture, Drones, Field Support, Software",Nileworks is a multicopter that automatically recognizes the shape of the field.,2015-01-07,day,https://www.nileworks.co.jp/
Hydroplane,https://www.crunchbase.com/organization/hydroplane,Active,For Profit,Private,,11-50,"Sherman Oaks, California, United States",Seed,2000000,USD,2000000,Emission free aviation technology company focused on hydrogen based energy storage and propulsion.,"Aerospace, Air Transportation, Energy Storage, Renewable Energy, Transportation",Emission free aviation and energy storage technology company,2020-07-16,day,http://hydroplane.us
Skyway,https://www.crunchbase.com/organization/skyway-7413,Active,For Profit,Private,,11-50,"San Rafael, California, United States",Pre-Seed,1100000,USD,1100000,,"Aerospace, Air Transportation, Drone Management, Information Technology, Navigation, Software","ANSP - UAM ATC Infrastructure for Smart Cities to support UTM, UAV & EVTOL systems. Urban Air Mobility & Advanced Air Mobility.",2021-01-05,day,http://goskyway.com
Stavatti Aerospace,https://www.crunchbase.com/organization/stavatti-aerospace,Active,For Profit,Private,,251-500,"Niagara Falls, New York, United States",Series A,2550000,USD,2550000,"Stavatti Aerospace Ltd is an aircraft manufacturer focused on the design and production of military, commercial and general aviation aircraft. Stavatti was formed with a vision to change the way aircraft are designed and built in order to improve efficiency, quality, safety and performance while reducing the cost of ownership and operation. Benefiting from designs, methods and approaches that are revolutionary, Stavatti will produce aerospace vehicles that offer greater capabilities, greater efficiencies and significantly greater levels of affordability. Stavatti is about producing families of advanced aircraft ranging from Sportplanes and Military Trainers, to Air Superiority Fighters and Commercial Airliners. Engaging in the research, design, development, flight test, certification, qualification, manufacture, sale, service and logistical support of new and original aircraft and aerospace vehicles, Stavatti aircraft will be produced in piloted, remotely unpiloted and autonomous unpiloted configurations. Creating new aerospace vehicles as either wholly owned programs or as joint venture projects with Strategic Partners, aircraft now under development","Aerospace, Manufacturing","Stavatti Aerospace Ltd is an aircraft manufacturer focused on the design and production of military,commercial and general aviation aircraft",2014-01-01,day,https://stavatti.com/
Dronehub,https://www.crunchbase.com/organization/dronehub-autonomous-drones,Active,For Profit,Private,,11-50,"Warsaw, Mazowieckie, Poland",Seed,2200000,PLN,596871,"Dronehub helps industries automate data collection to inform business decisions. It is the European leader in comprehensive drone-in-a-box solutions including drone, docking station, and AI-powered software. We replace hazardous man-hours with a solution that collects intelligent drone data in a fully autonomous way.  Dronehub autonomous drone in a box is designed to be used without a human operator. It combines ground infrastructure, advanced drones, and AI-powered software. As such, Dronehub is the future of data collection and asset management.","Aerospace, Artificial Intelligence, Autonomous Vehicles, Drones, Hardware, Industrial Automation, Machine Learning, Robotics, Software","Automated industrial drones, all-terrain hubs, and AI-powered software for inspection and deliveries.",2015-09-04,day,https://dronehub.ai
Precious Payload,https://www.crunchbase.com/organization/precious-payload,Active,For Profit,Private,Less than $1M,1-10,"San Francisco, California, United States",Non-equity Assistance,1472000,USD,1472000,Precious Payload is creating a unified format and set of APIs to accelerate decision making in space industry. We help space entrepreneurs test business and technology hypotheses 10X faster and 5X cheaper.,"Aerospace, Software",Precious Payload creates a deep collaboration tool for the space industry.,2017-07-01,month,http://preciouspayload.com
Arralis,https://www.crunchbase.com/organization/arralis,Active,For Profit,Private,$1M to $10M,11-50,"Limerick, Limerick, Ireland",Series A,52449947,EUR,56370478,"Arralis is a rapidly scaling technology company, providing world leading expertise in RF, micro, and millimetre-wave technology. It excels in Monolithic Microwave Integrated Circuits (MMICs), packaged component modules, proprietary antenna technology, and integrated Radar and Communications front-end platforms.  Its products, which are the ultimate in precision and innovation, are used in both global and space environments where accuracy and reliability are critical. its also creates partnerships with other leading technology providers to build bespoke high performance, cutting-edge solutions. Arralis provides added value through advanced, research, and innovation aligning its solutions with its client’s strategic objectives.","Aerospace, Satellite Communication","Arralis is ccelerating the worldwide transition to millimetre-wave technology, the future of vision, and wireless communications.",2013-01-01,year,http://arralis.com/
Trajectory,https://www.crunchbase.com/organization/trajectory,Active,For Profit,Private,,1-10,"Ginza, Tokyo, Japan",Venture - Series Unknown,1079020,USD,1079020,"Trajectory is a operator of an AI Traffic Control system designed for fully autonomous navigation of unmanned aircraft.The company's products include automated drones which can fly for a long time, enabling clients access to an environment where everyone can use UAV (Unmanned Aircraft) easily and safely, and contributes to solving customer problems.","Aerospace, Artificial Intelligence, Drones",Trajectory is a operator of an AI Traffic Control system designed for fully autonomous navigation of unmanned aircraft.,2018-02-01,day,https://trajectory.jp/
Mecachrome France,https://www.crunchbase.com/organization/mecachrome-france,Active,For Profit,Private,$1M to $10M,1001-5000,"Amboise, Centre, France",Private Equity,50000000,EUR,55082458,"Mecachrome: Integrator of Innovative Solutions A major player in the aerospace, automotive, motorsport, defense and energy sectors, Mecachrome has been working for more than 70 years designing and manufacturing parts and sets of structures with high added value. Based in France, Mecachrome puts its operational excellence and its capacity of innovation at the service of its customers.","Aerospace, Manufacturing","Mecachrome France designs, engineers, manufactures, and assembles precision-engineered components for aerospace, and medical applications",1937-01-01,year,http://www.mecachrome.com/
My Sky,https://www.crunchbase.com/organization/my-sky,Active,For Profit,Private,$1M to $10M,51-100,"Lausanne, Vaud, Switzerland",Private Equity,5000000,USD,5000000,"My Sky is an independent expert in private aviation that empowers jet owners across the globe by providing them with a revolutionary financial controlling and benchmarking tool to optimize time and money spent on their asset. My Sky’s innovative IT platform collects, digitizes, verifies, analyses and stores all financial information and allows instant access to the information that matters. The concept of My Sky was developed in 2014 by two entrepreneurs active in private banking and private aviation.  Since its public launch in August 2015, My Sky has convinced an exponential number of business aircraft owners in Europe and CIS. The company is headquartered in Switzerland and currently employs over 80 experts, including in-house auditors, analysts and IT specialists. My Sky offers Swiss standards in terms of efficiency, system security and data confidentiality. It is privately owned and totally independent, which prevents it from being influenced by any market player and allows total commitment to its mission: to revolutionize jet ownership through technology and expertise. My Sky has won a number of prestigious awards, including “Company of the Year (Aviation)” from ACQ5 Global Awards 2017, Gold Stevie® Award as “Startup of the Year – Business Services Industries” and Silver Stevie® Award as “Tech Startup of the Year” in 2017 International Business Awards, 2016 Sapphire Pegasus Business Aviation Award for Innovation. My Sky covers the EMEA area and is expanding its presence globally, becoming a key player in the business aviation industry. It is a EBAA and AEROSUISSE member.","Accounting, Aerospace, Finance, Financial Services, FinTech, Information Technology",My Sky is a revolutionary financial controlling & benchmarking tool for private jet owners that optimizes time & money spent on their asset.,2015-08-15,day,https://mysky.com/
Doroni Aerospace,https://www.crunchbase.com/organization/doroni-aerospsce,Active,For Profit,Private,,1-10,"Miami, Florida, United States",Equity Crowdfunding,1069850,USD,1069850,"Doroni has developed a safe, and affordable Electric Vertical Takeoff and Landing Aircraft, or “eVTOL,” that everyone can personally fly and park in their home garage.  You just need a driving license and a quick course which we will provide. We started Doroni to help people transport themselves in a Faster, Safer, Cheaper, Greener, Simpler, and more Efficient Manner. Our global team consists of some of the brightest minds in Aerospace, Electronics, Software Engineering, and Battery Technology.  Our Mission is to provide the primary transportation solution for Individuals, Families, First Responders, Law enforcement, and Military Units.  We envision each one of us will commute with his own Doroni.",Aerospace,Doroni Aerospace is to bring safe and consumer-first air transportation to the electric vertical takeoff and landing (eVTOL) industry.,2016-11-01,day,https://www.doroni.io/
Caeli Nova,https://www.crunchbase.com/organization/caeli-nova,Active,For Profit,Private,,11-50,"London, England, United Kingdom",Series A,10000000,CHF,10862466,"Caeli Nova offers patented technology for additional oxygenation services to clients, ensuring to save dollars per year, improve passenger experience and reduce global aviation carbon emissions.",Aerospace,Caeli Nova provides a technology system intended for the medicine and aviation sectors.,2018-01-01,year,https://caelinova.com
FOSSA Systems,https://www.crunchbase.com/organization/fossa-systems,Active,For Profit,Private,Less than $1M,11-50,"Madrid, Madrid, Spain",Seed,765000,EUR,923417,"FOSSA Systems is a Spanish company that provides global and affordable IoT Connectivity for industrial applications, with assets in remote areas, through satellite communications. Its picosatellite constellation, being completely deployed before 2024, will give affordable near real-time access to IoT data everywhere on Earth, complementing the compatible LoRa network. In its objective of offering IoT communications worldwide, even in areas where there is no mobile coverage, FOSSA Systems and its partners provide tailored sensoring and processing solutions for the needs of each industry, such as agriculture, industrial, energy, infrastructure, communications, or defence and cybersecurity. This IoT connectivity allows companies to monitor assets and control processes, being able to make the best decisions to optimize results.","Aerospace, Communications Infrastructure, Electronics, Satellite Communication",Global Cost-Effective Satellite IoT for Industrial Applications. First to deploy disruptive interoperable constellation.,2020-07-13,day,https://fossa.systems/
Northstar Aerospace,https://www.crunchbase.com/organization/northstar-aerospace,Active,For Profit,Private,,501-1000,"Bedford Park, Illinois, United States",Debt Financing,160000000,USD,160000000,"Northstar Aerospace manufactures components and assemblies to the aerospace industry. It offers gears and transmissions, accessory gearbox assemblies, rotorcraft drive systems, and other machined and fabricated parts for helicopters and fixed-wing aircraft. Northstar also provides maintenance and repair and overhaul (MRO) on these same platforms. The company is a part of Wynnchurch Capital's portfolio (Private Equity). The Bedford Park, Illinois-located company was established in 2000.","Aerospace, Manufacturing",Northstar Aerospace manufactures components and assemblies to the aerospace industry.,2000-01-01,year,https://www.nsaero.com
Galactic Energy Aerospace Technology,https://www.crunchbase.com/organization/galactic-energy,Active,For Profit,Private,,1-10,"Beijing, Beijing, China",Series B,1420000000,CNY,222138097,,"Aerospace, Energy",Galactic Energy Aerospace Technology is a private rocket firm.,2018-01-01,year,
Aurora Flight Sciences,https://www.crunchbase.com/organization/aurora-flight-sciences,Active,For Profit,Private,,501-1000,"Manassas, Virginia, United States",Private Equity,21850000,USD,21850000,"Aurora Flight Sciences designs and builds aerospace vehicles for commercial and military applications.  Aurora is headquartered in Manassas, VA, and operates production facilities in Bridgeport, WV, and Columbus, MS as well as a Research and Development Center in Cambridge, MA.","Aerospace, Air Transportation, Apps, Hardware",Aurora Flight Sciences designs and builds aerospace vehicles for commercial and military applications.,1989-01-01,year,http://www.aurora.aero
Japan Infrastructure Waymark,https://www.crunchbase.com/organization/japan-infrastructure-waymark,Active,For Profit,Private,,1-10,"Tokyo, Tokyo, Japan",Venture - Series Unknown,7186748,USD,7186748,Japan's infrastructure is an infrastructure consulting and planning company.Japan's infrastructure aim to create a social environment where people can live with peace of mind by reducing the burden on inspection operators nationwide with efficient solutions through digitalization .,"Aerospace, Consulting, Drones, Education, Information Technology, Photography, Rental",Japan's infrastructure is an infrastructure consulting and planning company.,2019-04-01,day,https://www.jiw.co.jp/company/
Hermeus,https://www.crunchbase.com/organization/hermeus,Active,For Profit,Private,,51-100,"Atlanta, Georgia, United States",Series B,176000000,USD,176000000,"Hermeus is developing Mach 5 aircraft to speed up the global transportation network.  Mach 5 flight is not just supersonic, it's hypersonic. At these speeds, a flight from New York to London is 90 minutes, rather than 7 hours. Its aircraft massively reduces flight times and increases safety for the long haul and business class air travel, enabling businesses to operate with minimal changes to current aviation infrastructure. The company was founded in 2018 and headquartered in Atlanta, Georgia.","Aerospace, Air Transportation, Infrastructure, Travel",Hermeus is developing Mach 5 aircraft to speed up the global transportation network.,2018-11-01,month,http://www.hermeus.com
ReOrbit,https://www.crunchbase.com/organization/reorbit,Active,For Profit,Private,,1-10,"Helsinki, Southern Finland, Finland",Pre-Seed,789000,EUR,928613,"ReOrbit is bringing technology together to shape the future of space exploration. Our vision is to enable the next generation of space applications by adopting an approach that transforms the traditional thought of making rigid and single-use satellites into reusable, flexible, and low-cost space systems. For this, we develop a set of technologies to make spacecraft platforms modular and configurable to accommodate different types of payloads, and equipped with built-in autonomous orbital capabilities and a software-defined architecture.","Aerospace, Satellite Communication, Space Travel",Redefine. Reuse. Reorbit.,2019-11-05,day,http://www.reorbit.space
Atomus,https://www.crunchbase.com/organization/atomus,Active,For Profit,Private,Less than $1M,1-10,"San Francisco, California, United States",Pre-Seed,1450000,USD,1450000,,"Aerospace, Compliance, Cyber Security",Cybersecurity Infrastructure for the World's Most Critical Companies,2019-07-01,month,https://atomuscyber.com
