Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
neusleep,https://www.crunchbase.com/organization/neusleep,Active,For Profit,Private,,1-10,,Pre-Seed,125000,USD,125000,,"Neuroscience, Wearables, Wellness",The first next-generation sleep wearable.,2022-05-31,day,https://neusleep.co
"VRapeutic, Inc.",https://www.crunchbase.com/organization/vrapeutic,Active,For Profit,Private,Less than $1M,11-50,"Ottawa, Ontario, Canada",Grant,273396,USD,273396,"VRapeutic specializes in developing virtual reality software for therapeutic purposes, with a current focus on autism, ADHD, and cerebral palsy. Our product is comprised of software modules (like mobile apps), each of which realizes educational scenarios through which essential life skills can be instilled, such as motor, cognitive, social, and academic skills.","Augmented Reality, Education, Health Care, Information Technology, Neuroscience, Rehabilitation, Software, Virtual Reality",A UNICEF Innovation Fund software house specializing in rehabilitation solutions with a focus on VR for neurodevelopmental challenges.,2019-03-28,day,http://myvrapeutic.com
ImStar Therapeutics,https://www.crunchbase.com/organization/imstar-therapeutics,Active,For Profit,Private,$1M to $10M,11-50,"Vancouver, British Columbia, Canada",Grant,4821706,USD,4821706,"ImStar Therapeutics is a biotech company that develops treatments for patients with amyotrophic lateral sclerosis. Its product pipeline is comprised of IMS-088, a small-molecule compound designed to address immune system activation pathway involved in neurodegeneration; and TDP-43 Associated NF-kB Activation Inhibitors.ImStar Therapeutics was founded in 2012 and is based in Vancouver, Canada.","Biotechnology, Neuroscience, Therapeutics",ImStar Therapeutics is a biotech company that develops treatments for patients with amyotrophic lateral sclerosis.,2012-01-01,year,http://imstartx.com
Tal Medical,https://www.crunchbase.com/organization/tal-medical,Active,For Profit,Private,Less than $1M,11-50,"Boston, Massachusetts, United States",Series A,14700000,USD,14700000,"Tal Medical is a clinical stage medical device company pioneering the development of a novel, non-contact, neuromodulatory device, for the treatment of psychiatric and neurological disorders. Tal has exclusively licensed Low Field Magnetic Stimulation (LFMS), a technology pioneered at McLean Hospital. Tal Medical is initially focusing on the development of LFMS for the treatment of major depressive disorder and bipolar depression. Both indications represent large unmet clinical needs in which the current standard of care has limited efficacy and treatment limiting side effects. Tal Medical is based in Boston and was founded in 2011 by PureTech Ventures and a leading group of neuroscientists and clinicians.","Health Care, Medical Device, Neuroscience","Tal Medical is a developer of non-contact, neuromodulatory device for the treatment of psychiatric and neurological disorders.",2011-01-01,year,http://talmedical.com
Aerial BioPharma,https://www.crunchbase.com/organization/aerial-biopharma,Active,For Profit,Private,Less than $1M,1-10,"Morrisville, North Carolina, United States",Series A,19500000,USD,19500000,"Aerial BioPharma is a privately-held biopharmaceutical company focused on developing biologics and small molecules for conditions in the Central Nervous System. Aerial is based in Morrisville, N.C., on the edge of Research Triangle Park.","Biopharma, Biotechnology, Neuroscience, Pharmaceutical",Aerial BioPharma is a biopharmaceutical company developing biologics and small molecules for central nervous system issues.,2011-01-01,year,http://aerialbio.com
Sinopia Biosciences,https://www.crunchbase.com/organization/sinopia-biosciences,Active,For Profit,Private,,1-10,"San Diego, California, United States",Grant,11741000,USD,11741000,,"Artificial Intelligence, Biopharma, Biotechnology, Machine Learning, Neuroscience","Sinopia Biosciences enables data-driven drug discovery by means of multi-omics data, machine learning, network analyses, and disease models.",2014-01-01,year,http://www.sinopiabio.com
neuromore,https://www.crunchbase.com/organization/neuromore,Active,For Profit,Private,Less than $1M,11-50,"Miami, Florida, United States",Seed,800000,USD,800000,"neuromore helps people optimize their mental performance using real-time data from wearables. Initial markets include athletes and their coaches, health-conscious consumers and employers, and therapists and their patients.","Biometrics, Internet of Things, Neuroscience, Quantified Self, Software",neuromore is a biometrics company that helps people optimize their mental performance by using real-time data from wearable devices.,2014-01-01,year,http://www.neuromore.com
Vizzario,https://www.crunchbase.com/organization/vizzario,Active,For Profit,Private,$1M to $10M,1-10,"Venice, California, United States",Seed,2160862,USD,2160862,Developer platform for HCI communication powered by Vizzario's Perceptual AI Engine.,"Artificial Intelligence, Augmented Reality, Computer Vision, Developer Platform, Developer Tools, Human Computer Interaction, Machine Learning, Neuroscience, Virtual Reality",Using AI to Improve Human Computer Interactions,2014-01-01,year,http://www.vizzario.com/
NeuroOne,https://www.crunchbase.com/organization/neuroone,Active,For Profit,Private,Less than $1M,1-10,"Tiruchirappalli, Tamil Nadu, India",Undisclosed,13700000,USD,13700000,NeuroOne’s mission is to provide comprehensive neuromodulation cEEG monitoring and treatment solutions for patients suffering from epilepsy and other nerve related disorders that result in superior patient outcomes with reduced overall costs. The company is headquartered in Minnetonka.,"Health Care, Medical, Neuroscience",A developer of advanced neuromonitoring and neuromodulating products .,2016-01-01,year,http://www.neuroone.in/
Reha Technology,https://www.crunchbase.com/organization/reha-technology-ag,Active,For Profit,Private,Less than $1M,11-50,"Olten, Aargau, Switzerland",Private Equity,12000000,CHF,12865170,"Reha Technology AG is a Swiss company in the medical devices industry that designs, manufactures, and distributes robotic-assisted devices for the rehabilitation of neurological movement disorders. Its aim is to maximize a patient’s capability to undertake personal self-care and domestic tasks by rebuilding functional ability and required skills for independence in daily life. Reha Technology AG has built a worldwide distributor network and has established direct operations in the U.S.A. and India with future expansion plans in Latin America. It is headquartered in Olten, Aargau.","Manufacturing, Medical Device, Neuroscience, Robotics","Reha Technology AG is a swiss company in the medical devices industry that designs, manufactures, and distributes robotic-assisted devices.",2011-01-01,year,https://www.rehatechnology.com
Demiurge Technologies AG,https://www.crunchbase.com/organization/demiurge-technologies-ag,Active,For Profit,Private,$1M to $10M,1-10,"Zug, Zug, Switzerland",Venture - Series Unknown,9500000,USD,9500000,Demiurge pioneers high-accuracy MoA-based prediction of clinical trial outcomes.,"Biotechnology, Neuroscience",Demiurge pioneers high-accuracy MoA-based prediction of clinical trial outcomes.,2015-05-22,day,http://www.demiurge.technology
NEOS Surgery,https://www.crunchbase.com/organization/neos-surgery,Active,For Profit,Private,$1M to $10M,11-50,"Barcelona, Catalonia, Spain",Grant,8439960,USD,8439960,"NEOS Surgery is a technology-based company dedicated to the creation of medical devices for neurosurgery. The company focuses on the R&D, design, production, and commercialization of innovative implants in the fields of cranial and spinal surgery. Our products aim at occupying the niches of the current market by responding to the needs of both patients and neurosurgeons. NEOS is a certified producer of medical devices and implements the complete ISO 9001: 2008 and ISO 13485: 2003 / AC: 2007 quality systems. NEOS Surgery’s mission is to capture the demands of the Neurosurgery market in order to develop, manufacture, certify and commercialize new devices, which create company value and foster a high added-value industry.","Medical, Medical Device, Neuroscience",NEOS Surgery is a technology-based company dedicated to the creation of medical devices for neurosurgery.,2007-01-01,year,http://neosurgery.com/
Resonance Medical,https://www.crunchbase.com/organization/resonance-medical,Active,For Profit,Private,Less than $1M,1-10,"Chicago, Illinois, United States",Venture - Series Unknown,1285000,USD,1285000,"Resonance's mission is to restore and augment human senses by thoughtfully integrating biological and machine intelligence. We develop embedded software solutions that help medical device company partners reduce power consumption and increase information transfer between the device and the brain. These devices include cochlear implants, retinal implants, deep brain stimulators, and spinal cord stimulators. Because these devices communicate directly with the brain, increasing information transfer and reducing power consumption improves patient outcomes, increases devices performance, and opens up new possibilities for smaller, more integrated, brain-machine interfaces. Our initial product is an upgrade to existing cochlear implant processors that allows much greater music appreciation and speech perception, all while increasing battery life.","Embedded Software, Medical Device, Neuroscience",Resonance Medical is a software development company that ensures working cochlear implants and other devices.,2014-09-23,day,http://resonancemed.com/
Connecta Therapeutics,https://www.crunchbase.com/organization/connecta-therapeutics,Active,For Profit,Private,,1-10,"Barcelona, Catalonia, Spain",Seed,1700000,EUR,1977834,Connecta Therapeutics is a biotechnology company that develops new treatments for unresolved medical needs of the central nervous system. It focuses on the development of a first-in-class drug for the treatment of fragile X syndrome.,"Biotechnology, Health Care, Medical, Neuroscience",Connecta Therapeutics is a biotechnology company that develops new treatments for unresolved medical needs of the central nervous system.,2019-01-01,year,https://connectatherapeutics.com/
R65 Labs,https://www.crunchbase.com/organization/r65-labs,Active,For Profit,Private,,1-10,"Durham, North Carolina, United States",Debt Financing,6553051,USD,6553051,"R65 Labs is a digital healthcare platform that improves productivity and wellbeing for young adults. The company's platform provides various healthcare applications that are android as well as iOS supported, enabling people to enjoy healthcare benefits from the comfort of their homes. It was founded in 2014 and is based in Durham, North Carolina, United States.","Health Care, Neuroscience, Wellness",R65 Labs is a digital healthcare platform that improves productivity and wellbeing for young adults.,2014-01-01,year,https://www.r65labs.com/
Zentrela Inc.,https://www.crunchbase.com/organization/zentrela,Active,For Profit,Private,,1-10,"Hamilton, Ontario, Canada",Seed,2900000,USD,2900000,"Zentrela is a neurotechnology company specialized in measuring the actual effects of drugs based on brainwave analysis powered by AI. Our first target market is the legalized cannabis industry. We are using our proprietary neurotechnology to build the world's largest scientific database of cannabis consumer experiences created by specific products on specific consumer types. Our end goal is to transform the way cannabis products are developed, promoted, and sold. Today the entire cannabis industry is driven by only data about cannabis as a plant. The future will be driven by consumer experience data and Zentrela is building it.","Artificial Intelligence, Cannabis, Consumer Research, Data Mining, Neuroscience",Zentrela is a neurotechnology company specialized in cannabis consumer experience research.,2015-08-01,month,https://zentrela.com/
Braingineers,https://www.crunchbase.com/organization/braingineers,Active,For Profit,Private,$1M to $10M,11-50,"Amsterdam, Noord-Holland, The Netherlands",Seed,1700000,EUR,1899893,"Braingineers is an emotion analytics company that uses neuroscience technology to enhance business marketing. It helps improve online conversions and customer experiences. The company offers neuro usability research, neuro video testing, and many other research services. It uses science-based methods such as EEG and eye tracking in combination with neurofeedback to improve its users’ customer experience. Braingineers was founded in 2013 and is based in Amsterdam, the Netherlands.","Analytics, Artificial Intelligence, Consumer Research, Machine Learning, Marketing, Neuroscience, Usability Testing",Combining Neuroscience & Machine Learning in an Emotion Analytics platform,2015-11-16,day,http://www.braingineers.com
3Brain,https://www.crunchbase.com/organization/3-brain,Active,For Profit,Private,Less than $1M,11-50,"Wadenswil, Zurich, Switzerland",Grant,1747946,USD,1747946,"3Brain is the world’s first company to connect cells with sophisticated silicon chips in cell culture plates. Stemming from our passion for technology and scientific progress, our co-founders have worked for more than 15 years on CMOS-powered cell-electronic interfaces with the aim of boosting research in major fields like neuroscience, ophthalmology and cardiology. After being the first to introduce CMOS-based HD-MEA (high-density microelectrode array) to overcome passive MEA limitations, we are now setting up the next standard by introducing the CorePlate™ technology, a multiwell device for advanced cell-based analysis backed by per well logical processing cores. Our unfaltering research and development are aimed at improving in vitro cell-based screening outputs and thus raising the potential of finding new treatments for brain disease.","Biotechnology, Health Care, Life Science, Neuroscience",3Brain is the world's first company that sells large scale high resolution MEA recording platforms and CMOS-MEA biochips.,2011-02-01,day,https://3brain.com
Everythink,https://www.crunchbase.com/organization/everythink,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Pre-Seed,250000,USD,250000,"Build Smart Geolocated Puppets, manage real-time data and connect needs with solutions through people, groups of people, automated processes and devices. Now you can empower your company, automate processes and measure the performance of each actor of your business in real time. Everythink is a new tool for organizations that seek to adapt to future work trends and emerging lifestyles by improving internal and external communication and integrating relationships among their members and to automate their processes and attack their weaknesses in real-time. Technologies Everythink uses include: Virtual/Augmented Reality: geolocated Intelligent Assistants with different capacities to maintain users connected, obtain real-time information, event generation and the ability to execute/create automated processes. Blockchain: storage of data obtained in each Intelligent Assistant. Machine Learning: the Intelligent Assistant is going to learn to behave with each type of user depending on the interactions it makes with each of them. Data Science: analysis of data obtained by the intelligent assistants with suggestions of new data sets by verified professionals. Industries/Areas Everythink are transforming: Healthcare, Education, Human Resources, Real Estate, Legal Tech, Government, Networks, and much more. In less than 24 hours you can build your Geolocated Intelligent Assistants, without coding. They can manage data and connect needs with solutions interconnecting people, groups of people, automated processes and objects in real-time. What are you waiting for? https://everythink.ai/","Artificial Intelligence, B2B, Big Data, Blockchain, Data Center Automation, Neuroscience, Real Time, SaaS",All things in One. Where Infinity starts.,2016-09-09,day,https://everythink.ai/
BrainFx,https://www.crunchbase.com/organization/brainfx,Active,For Profit,Private,$1M to $10M,1-10,"Pickering, Ontario, Canada",Seed,500000,USD,500000,"BrainFx was founded by Tracy Milner and Heather Condello. Tracy and Heather are both Occupational Therapists who have practiced extensively in the area of neurorehabilitation with adults and children. They have successfully run an Ontario based occupational therapy practice since 2008. Over the years within their practice, with the benefit of long-term involvement with clients and families with mild to severe brain injuries and continual following of the research in this area, the functional impact of neurological impairment became more apparent. They recognized the significant need for a comprehensive assessment tool for people with neurological deficits, that was sensitive to mild impairment and applicable to real life experiences.  They have been early adopters of the use of technology therapeutically and have been prominent in Ontario in delivering seminars on how to use technology in clinical practice. Passionate about neurofunctional assessment and intervention, they view BrainFx as the opportunity to combine clinical knowledge with current research to positively impact not only their clients, but also adults and children globally.","Health Care, Medical, Neuroscience",BrainFx develops assessment tools for neurofunction.,2012-01-01,year,http://brainfx.com/
Gaoma Therapeutics,https://www.crunchbase.com/organization/gaoma-therapeutics,Active,For Profit,Private,,1-10,"Les Auvergnes, Rhone-Alpes, France",Seed,1100000,EUR,1318313,,"Biotechnology, Neuroscience",Gaoma Therapeutics is a biotechnology company that develops therapeutic molecules for neurological and inflammatory diseases.,2019-01-01,year,https://www.gaoma-tx.com/
Axem Neurotechnology,https://www.crunchbase.com/organization/axem-neurotechnology,Active,For Profit,Private,Less than $1M,1-10,"Halifax, Nova Scotia, Canada",Seed,50000,USD,50000,,"Hardware, Medical Device, Neuroscience",Axem Neurotechnology is developing the first brain-sensing headset for neurorehabilitation. ,2016-01-01,year,https://www.axemneuro.com/
Conscious Labs,https://www.crunchbase.com/organization/consciouslabs,Active,For Profit,Private,,11-50,"Paris, Ile-de-France, France",Pre-Seed,950000,USD,950000,,"Biometrics, Consumer Electronics, Neuroscience, Quantified Self, Wearables",Next-gen brain sensing technology for head wearables,2015-07-01,month,http://www.conscious-labs.com
"NeurAegis, Inc.",https://www.crunchbase.com/organization/neuraegis,Active,For Profit,Private,,1-10,"Irvine, California, United States",Grant,3800000,USD,3800000,"NeurAegis is a preclinical stage neuropharmaceutical company pioneering the development of breakthrough treatments for neurological disorders. Founded in 2016, our initial focus is developing first-in-class, novel protease inhibitors for mild traumatic brain injury (concussion) where there are currently no FDA approved treatments.","Biotechnology, Health Care, Neuroscience, Pharmaceutical",NeurAegis is a privately held pharmaceutical company pioneering the development of breakthrough treatments for neurological disorders.,2016-01-01,day,https://www.neuraegis.com
Cerebrum Health Centers,https://www.crunchbase.com/organization/cerebrum-health-centers,Active,For Profit,Private,Less than $1M,11-50,"Wexford, Pennsylvania, United States",Debt Financing,4765802,USD,4765802,"Cerebrum Health Centers is a neurological therapy group at the forefront of TBI (Traumatic Brain Injury) treatment. It provides restorative and preventative brain-based therapies and wellness programs for people who have been affected by TBI including but not limited to professional athletes. They combine compassionate care with leading-edge technology for solutions that restore function and wellness to the whole body and brain through treatment beyond the symptoms. Founded in 2012 and is based in Irving, Texas, USA.","Biotechnology, Health Care, Neuroscience, Therapeutics",Cerebrum Health Centers is an organization dedicated to renewing hope and changing lives through brain-based therapy.,2012-01-01,year,http://www.cerebrum.com
AGE-LESS AI,https://www.crunchbase.com/organization/age-less-ai,Active,For Profit,Private,,1-10,"Sunnyvale, California, United States",Angel,50000,USD,50000,"The mission of AGE-LESS AI is to improve the lives of people living with movement disorders like Parkinson’s. We build tools for doctors to remotely monitor patients on a more consistent basis allowing for a higher quality of care, better outcomes, and ultimately lowering costs.","Artificial Intelligence, Health Care, Health Diagnostics, Life Science, Medical Device, Neuroscience, Software",AI Healthcare Company,2021-02-04,day,https://age-less.ai
Femto Deployments,https://www.crunchbase.com/organization/femto-deployments,Active,For Profit,Private,,1-10,"Okayama, Okayama, Japan",Corporate Round,99900000,JPY,894151,"FDI is a solution company that seamlessly supports all the business improvement related to liquids, from the visualization of the state change due to the interaction between liquid molecules and visualization of the state to AI analysis.","Biotechnology, Neuroscience, Quantified Self",Femto Deployments is an Biotechnology platform.,2015-04-01,day,https://femto-dp.com/
Otoharmonics Corporation,https://www.crunchbase.com/organization/otoharmonics-corporation,Active,For Profit,Private,$1M to $10M,11-50,"Portland, Oregon, United States",Venture - Series Unknown,6400000,USD,6400000,"Otoharmonics is leveraging an international team of experts to launch an advanced, neuroscience-based therapy that allows patients with tinnitus to experience custom sound therapy in the comfort of their own homes. Otoharmonics Corporation is a privately held company with headquarters in Portland, Oregon USA.  An international team of world–class neuroscientists, clinicians, business professionals and patients, Otoharmonics has developed the patented Levo System for the management of tinnitus symptoms. With a personal approach and a deep understanding of the impact tinnitus can have, Levo is designed to be user-friendly and capable of delivering custom sound therapy based on the specific needs of the individual.","Health Care, Medical, Neuroscience",Otoharmonics has developed the patented Levo System for the management of tinnitus symptoms.,2010-01-01,year,http://www.otoharmonics.com/
SensArs,https://www.crunchbase.com/organization/sensars,Active,For Profit,Private,$1M to $10M,1-10,"Lausanne, Vaud, Switzerland",Grant,3588097,USD,3588097,"There are almost 5 millions of amputees, and even more nerve-injured persons, only in the USA and Europe. Together with commonly present neuropathic pain, and lost limb function (nerve injuries), they have no perception or control of the force required to hold or pick up objects and cannot feel their shape or consistency (when using prostheses). A century after the first prosthesis, electrodes, electronics and surgical expertise can be merged into the life-changing solution. Our venture is a synergistic effort converging expertise from microtechnologies, algorithms, electronics and clinical experimentation. We are an EPFL-based startup, founded by Francesco Petrini, Stanisa Raspopovic, and Silvestro Micera. Our mission is to re-enable upper, lower-limb amputees and nerve-damaged persons by: Restoring their complete sensory-motor functionality. Diminishing phantom limb pain. Enabling them to feel the artificial limb as part of their own body. From a market viewpoint, the nerve-injured persons do not have effective ways for function restoration, so we are proposing a novel tech and therefore generating a new market. As for amputees, the prosthetic limbs are getting more sophisticated but lack sensory feedback. We are constructing the game-changing functional improvement of the technology that will become the essential feature of the next-generation of prosthesis. Amputees and peripheral nerve damaged persons are in constant increase, mainly due to diabetes, car accidents, work injuries and wars. Among the most disabling consequences of these is the interruption of sensations flow from extremities to the brain.  The absence of feedback and the perception of prosthesis as a foreign body are the primary reason for refusal to use prosthesis. Amputees cannot feel the shape or material of objects they are holding and have no perception of the force required to hold or pick up objects. Nerve-injured persons often have completely functionally unusable limbs. In 50-80% of cases, amputees and nerve-injured experience neuropathic pain from the missing part of the limb and drugs do not provide adequate relief. Providing them with an adequate sensory feedback would solve their problems.","Consumer Electronics, Hardware, Health Care, Medical, Medical Device, Neuroscience",SensArs restores limb functionalities to people affected by extremities amputation or nerve damages.,2014-06-01,month,http://www.sensars.com/
Synaptic Delver,https://www.crunchbase.com/organization/synaptic-delver,Active,For Profit,Private,,1-10,"Singapore, Central Region, Singapore",Pre-Seed,30000,SGD,21972,"Research, design, development, production, and sales of products and services related to neurotechnology and neurorobotics.",Neuroscience,NeuroTechnology and NeuroRobotics,2022-03-01,day,https://synapticdelver.com/
Sens.ai,https://www.crunchbase.com/organization/sens-ai,Active,For Profit,Private,,11-50,"Whistler, British Columbia, Canada",Seed,2750000,USD,2750000,"Sens.ai's Vision: To Empower 1 Billion Healthy Minds. The business operates at the interesting intersection of neurotechnology, advanced meditation, peak performance and cognitive longevity. Sens.ai's Mental Wellness solution is the world's first consumer brain training system that personalizes and adapts to real-time brainwaves and user goals. Users can train everything from focus and stress management to creativity, mindfulness and meditation deepening. Sens.ai has taken the precision of lab equipment and made it into a small, consumer-friendly headset and App for daily use. With Sens.ai everyone can now benefit from top personalized neuro-optimization in an easy, cost-effective way. Sens.ai is also developing Digital Therapeutics solutions for detection, diagnosis and/or closed-loop treatment of mental health conditions.","Machine Learning, Neuroscience, Software, Therapeutics, Wearables, Wellness",Mental wellness and digital therapeutics neurotechnology for enhancing and prolonging cognitive longevity.,2018-04-16,day,https://www.sens.ai/
Vagustim,https://www.crunchbase.com/organization/vagustim,Active,For Profit,Private,,1-10,"Istanbul, Istanbul, Turkey",Seed,150000,USD,150000,"We are committed to developing cutting-edge, high-quality connected devices and medical solutions by utilizing the power of Vagus Nerve Stimulation (VNS) in order to improve health around the world.","Health Care, Medical Device, Neuroscience, Therapeutics",Vagustim develops connected wearable devices focuses on non-invasive auricular vagus nerve stimulation for autonomic dysfunction diseases.,2019-01-01,year,http://vagustim.io
Neurodyn,https://www.crunchbase.com/organization/neurodyn,Active,For Profit,Private,$1M to $10M,11-50,"Vancouver, British Columbia, Canada",Venture - Series Unknown,2795282,USD,2795282,"Neurodyn identifies, validates, and develops bioactive for neuroprotection and the early treatment of neurological diseases. Its product pipeline comprises ND-1004, a natural product based neuro-protectant for early-stage treatment of Parkinson's disease. It was founded in 2009 and is headquartered in Vancouver, British Columbia.","Biotechnology, Health Care, Medical, Neuroscience","Neurodyn identifies, validates, and develops bioactive for neuroprotection and the early treatment of neurological diseases.",2009-01-01,year,http://www.neurodyn.ca
Avior Bio,https://www.crunchbase.com/organization/avior,Active,For Profit,Private,,11-50,"Holly Springs, North Carolina, United States",Grant,531000,USD,531000,"Avior Bio is a clinical-stage, pharmaceutical company developing drugs for distressed neurological conditions. Using its disruptive drug delivery technology – Speedit™ Transmucosal Film Technology –  we are positioned to develop products that bring unsurpassed value in efficacy and safety.  Avior has an excellent management team, a strong advisory board, supportive partners, dedicated scientists, and knowledgeable clinicians that position us to be successful.","Biotechnology, Neuroscience, Pharmaceutical, Product Design","Avior Bio is a clinical-stage, pharmaceutical company developing drugs for distressed neurological conditions.",2017-01-01,year,http://www.aviorbio.com/
NeuroInitiative,https://www.crunchbase.com/organization/neuroinitiative,Active,For Profit,Private,Less than $1M,1-10,"Jacksonville, Florida, United States",Venture - Series Unknown,1025000,USD,1025000,"Neuroinitiative is dedicated to the advancement of research and understanding of the two most common neurodegenerative disorders, Alzheimer’s disease, and Parkinson’s Disease. Neuroinitiative combines cutting edge scientific and technological capabilities to create a four dimensional navigation system of pathways inside the neuron. This computer simulation shows great promise in helping researchers simplify, unravel, and understand the complexity of the neuron. Research on Alzheimer’s and Parkinson’s is of utmost importance since there is currently no cure for either disease, which together affect nearly 50 million people worldwide.","Biotechnology, Health Care, Neuroscience","Neuroinitiative is dedicated to the advancement of research and understanding two neurodegenerative disorders, Alzheimer’s & Parkinson’s",2014-01-01,year,http://www.neuroinitiative.com/
Rio Grande Neurosciences,https://www.crunchbase.com/organization/rio-grande-neurosciences,Active,For Profit,Private,,1-10,"San Francisco, California, United States",Venture - Series Unknown,5226716,USD,5226716,"Rio Grande Neurosciences manufactures pulsed electromagnetic field therapy devices for the treatment of neuroinflammation. The company develops traumatic brain injury therapeutics current disposable clinical treatment units, and devices for concussion clinical trials. Rio Grande Neurosciences was founded in 2011 and is based in San Francisco, California.","Electronics, Manufacturing, Neuroscience",Rio Grande Neurosciences manufactures pulsed electromagnetic field therapy devices for the treatment of neuroinflammation.,2011-01-01,year,http://riograndeneurosciences.com
Neuronoff,https://www.crunchbase.com/organization/neuronoff,Active,For Profit,Private,,1-10,"Valencia, Comunidad Valenciana, Spain",Grant,2200000,USD,2200000,"Neuronoff, a medical device company, is focused on the development of the Injectrode™, a novel injectable metal electrode, which is deployed via a small needle for manufacturing the neuromodulation interface inside the body on a variety of anatomical targets.","Medical Device, Neuroscience",Neuronoff is a medical device developing comapny.,2017-01-01,day,http://neuronoff.com/
FasTest,https://www.crunchbase.com/organization/fastest-458e,Active,For Profit,Private,,1-10,"Lewes, Delaware, United States",Seed,130000,USD,130000,"FasTest AI helps to test and spot ad creatives with the highest commercial potential. This helps to: 1) To build a strong brand from scratch. Identify a name, slogan, logo  and celebrity which will deliver the right message to your audience, will fit your brand and category and will be truly memorable; 2) To test your video production. Understand, what is the best video concept, animatic or boardomatic. And what you are better to cut off or change; 3) To optimize ROI of your ad creatives. Know before running your campaign Ads and banners  which will decrease cPM And skyrocket your ROI.","Advertising, Market Research, Marketing Automation, Neuroscience",Web service for data-driven corporate brand management,2020-04-01,month,https://start.fastest.pro
NEXT Integrative Minds Life Sciences Ltd.,https://www.crunchbase.com/organization/next-integrative-minds-life-sciences-ltd,Active,For Profit,Private,$1M to $10M,11-50,"Toronto, Ontario, Canada",Seed,5000000,USD,5000000,"NEXT is a personal performance improvement system. It trains a person to self-direct the natural changeability (neuroplasticity) of their brain so they can replace counterproductive brain patterns – patterns of feeling, thinking, and acting that keep them stuck – with productive ones. It then guides them to apply their new ability to feel, think, and perform better in any area of life they choose. NEXT is also a development platform for developers, scientists, researchers, practitioners, and entrepreneurs. By applying crowd-sourced brain and behavior data about how and what people learn to change, conventional offerings can be improved and new offerings created that lead to more deterministic outcomes – making them easier and more effective for people to use.","Health Care, Life Science, Lifestyle, Neuroscience, Wellness",NEXT is a personal performance improvement system that works by  training users to self-direct their neuroplasticity .,2011-10-13,day,http://nextltd.com
Sincrolab,https://www.crunchbase.com/organization/sincrolab,Active,For Profit,Private,Less than $1M,11-50,"Madrid, Madrid, Spain",Equity Crowdfunding,116649,USD,116649,Sincrolab is a company dedicated to the design and commercialization of technological tools for neuropsychological rehabilitation of patients with neurodevelopmental disorders. It offers an Artificial Intelligence digital prescription neuro medicine based on videogames delivered through mobile devices.,"Artificial Intelligence, Health Care, Medical, Neuroscience",Sincrolab offers an Artificial Intelligence digital prescription neuro medicine based on videogames delivered through mobile devices.,2013-01-01,year,http://www.sincrolab.es/
Nara Logics,https://www.crunchbase.com/organization/nara-logics,Active,For Profit,Private,Less than $1M,11-50,"Boston, Massachusetts, United States",Venture - Series Unknown,22093110,USD,22093110,"The Nara Logics Synaptic Intelligence platform is a recommendation and decision engine that works across a variety of information classes and customer verticals, using advanced techniques in neural networks and machine learning. The platform ingests and organizes data into networks involving data, people, objects, and actions. The platform learns, optimizes, and provides a real-time interaction system for querying recommendations and relations, along with dynamic analytics for understanding connections. Top companies use the platform across the enterprise from a direct customer product and offer recommendations to back-end corporate decision support needs.  Nara Logics builds a synaptic network of explicit and inferred connections to create an intelligence layer on top of chaotic, siloed enterprise data for real-time, context-relevant recommendations and give the reasons behind them. The company was founded in 2011 and is based in Boston, Massachusetts, United States.","Artificial Intelligence, Big Data, Enterprise Software, Machine Learning, Neuroscience, Personalization, SaaS",Nara Logics is a neuroscience-based AI synaptic intelligence for better decisions.,2011-01-01,year,http://www.naralogics.com
NeuroPrex,https://www.crunchbase.com/organization/neuroprex,Active,For Profit,Private,Less than $1M,1-10,"London, England, United Kingdom",Grant,280851,USD,280851,"NeuroPrex is developing a non-invasive magnetic stimulation device with shield protection and deeper energy delivery for treating major depression and other neurological disorders.  Its product will be able to deliver more healing eddy currents to a patient’s disorders with less patient discomfort than other designs. In addition, the cost of the device and treatment cost is expected to be materially lower than for other devices. NeuroPrex wants to change things. The company believes that people deserve better treatment plans than options between a rock and a hard place.  ","Health Care, Medical Device, Neuroscience, Wellness",NeuroPrex develops a non-invasive magnetic stimulation device for treating major depression and other neurological disorders. ,2012-01-01,year,http://www.neuroprexinc.com/
TheraCell,https://www.crunchbase.com/organization/theracell,Active,For Profit,Private,$1M to $10M,1-10,"Northridge, California, United States",Seed,1419000,USD,1419000,"TheraCell was founded in 2008 to exploit technology developed at the Hebrew University by leading researcher Dan Gazit PhD and his team. The technology included a stem cell sorting device to concentrate MSC’s from adipose tissue and Oxygenation technology to improve survival of stem cell solutions. Guided by a team of influential spine surgeons, and led by experienced Medical Device executives, TheraCell has further developed methodologies and gained patent protection for applying the oxygenation technology to demineralized bone matrix products. We have also developed a proprietary, patent pending process for the production of demineralized bone fibers. Our DBF™ technology has allowed the development of a number of Fiber Matrix™ products. We also have a proprietary, patent pending process to enhance the osteoinductivity of demineralized cancellous bone.","Biotechnology, Medical Device, Neuroscience, Therapeutics",Theracell has two patented platform technologies facilitating stereotactic transplantation of neurons and therapeutic cells into the brain,2008-01-01,year,http://www.theracellinc.com/
